<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review1>	/vocabulary/rating5>	"5"^^http://www.w3.org/2001/XMLSchema#integer>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review1>	ments/1.1/publisher>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/RatingSite1>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review1>	c/elements/1.1/date>	"2008-06-06"^^http://www.w3.org/2001/XMLSchema#date>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>	-rdf-syntax-ns#type>	<http://xmlns.com/foaf/0.1/Person>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>	s.com/foaf/0.1/name>	"Ruggiero-Delane"
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>	af/0.1/mbox_sha1sum>	"fb3efd92e3c7a8d775a895ba476e11a3e8f3fac"
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>	/vocabulary/country>	<http://downlode.org/rdf/iso-3166/countries#US>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>	ments/1.1/publisher>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/RatingSite1>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>	c/elements/1.1/date>	"2008-09-05"^^http://www.w3.org/2001/XMLSchema#date>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review1>	ocabulary/reviewFor>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer13/Product632>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review8525>	/stuff/rev#reviewer>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer1>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review8525>	/stuff/rev#reviewer>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer2>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Review8525>	/stuff/rev#reviewer>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromRatingSite1/Reviewer15>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Vendor1>	/vocabulary/country>	<http://downlode.org/rdf/iso-3166/countries#US>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Offer1>	/vocabulary/product>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer16/Product740>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Offer1250>	bulary/offerWebpage>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Offer1/>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/Customer1>	bulary/interestedIn>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Offer1250>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	-rdf-syntax-ns#type>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	/vocabulary/product>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer5/Product9035>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	1/vocabulary/vendor>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Vendor1>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	01/vocabulary/price>	"1234.53"^^http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/USD>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	ocabulary/validFrom>	"2008-03-20T00:00:00"^^http://www.w3.org/2001/XMLSchema#dateTime>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	/vocabulary/validTo>	"2008-11-21T00:00:00"^^http://www.w3.org/2001/XMLSchema#dateTime>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	bulary/deliveryDays>	"1"^^http://www.w3.org/2001/XMLSchema#integer>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	bulary/offerWebpage>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035/>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	ments/1.1/publisher>	<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor1/Vendor1>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromVendor5/Offer9035>	c/elements/1.1/date>	"2008-06-17"^^http://www.w3.org/2001/XMLSchema#date>
<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer5/Product9035>	01/rdf-schema#label>	"another product to be returned by query 12"
